#TRO-Keyword;ID(long);Code;ModelCode;OriginCode;DestinationCode;AvailableDateOrigin;DesignatedPathCode;DueDateDestinaton;
#TRONXT-Keyword;TransportObjectCode;NextDispatchSiteCode;NextDispatchSiteArrivalDate;
#TROPTH-Keyword;TransportObjectCode;OptionIndex;PathCode;
TRO;1;veh0000000000001;Standard;GER01PLANT;FRA01DEAL;02/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/06/2025-00:00:00;
TRONXT;veh0000000000292;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000292;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000292;2;GER01PLANT->GER03DEAL-279;
TRO;293;veh0000000000293;Standard;GER01PLANT;GER03DEAL;16/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/06/2025-00:00:00;
TRONXT;veh0000000000293;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000293;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000293;2;GER01PLANT->GER03DEAL-279;
TRO;294;veh0000000000294;Standard;GER01PLANT;GER03DEAL;16/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;30/06/2025-00:00:00;
TRONXT;veh0000000000294;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000294;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000294;2;GER01PLANT->GER03DEAL-279;
TRO;295;veh0000000000295;Standard;GER01PLANT;GER03DEAL;16/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;29/06/2025-00:00:00;
TRONXT;veh0000000000295;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000295;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000295;2;GER01PLANT->GER03DEAL-279;
TRO;296;veh0000000000296;Standard;GER01PLANT;GER03DEAL;17/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/06/2025-00:00:00;
TRONXT;veh0000000000296;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000296;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000296;2;GER01PLANT->GER03DEAL-279;
TRO;297;veh0000000000297;Standard;GER01PLANT;GER03DEAL;17/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;29/06/2025-00:00:00;
TRONXT;veh0000000000297;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000297;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000297;2;GER01PLANT->GER03DEAL-279;
TRO;298;veh0000000000298;Standard;GER01PLANT;GER03DEAL;17/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;27/06/2025-00:00:00;
TRONXT;veh0000000000298;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000298;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000298;2;GER01PLANT->GER03DEAL-279;
TRO;299;veh0000000000299;Standard;GER01PLANT;GER03DEAL;17/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;30/06/2025-00:00:00;
TRONXT;veh0000000000299;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000299;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000299;2;GER01PLANT->GER03DEAL-279;
TRO;300;veh0000000000300;Standard;GER01PLANT;GER03DEAL;17/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;27/06/2025-00:00:00;
TRONXT;veh0000000000300;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000300;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000300;2;GER01PLANT->GER03DEAL-279;
TRO;301;veh0000000000301;Standard;GER01PLANT;GER03DEAL;18/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;28/06/2025-00:00:00;
TRONXT;veh0000000000301;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000301;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000301;2;GER01PLANT->GER03DEAL-279;
TRO;302;veh0000000000302;Standard;GER01PLANT;GER03DEAL;18/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;26/06/2025-00:00:00;
TRONXT;veh0000000000302;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000302;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000302;2;GER01PLANT->GER03DEAL-279;
TRO;303;veh0000000000303;Standard;GER01PLANT;GER03DEAL;18/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;02/07/2025-00:00:00;
TRONXT;veh0000000000303;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000303;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000303;2;GER01PLANT->GER03DEAL-279;
TRO;304;veh0000000000304;Standard;GER01PLANT;GER03DEAL;18/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;25/06/2025-00:00:00;
TRONXT;veh0000000000304;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000304;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000304;2;GER01PLANT->GER03DEAL-279;
TRO;305;veh0000000000305;Standard;GER01PLANT;GER03DEAL;18/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;29/06/2025-00:00:00;
TRONXT;veh0000000000305;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000305;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000305;2;GER01PLANT->GER03DEAL-279;
TRO;306;veh0000000000306;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;01/07/2025-00:00:00;
TRONXT;veh0000000000306;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000306;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000306;2;GER01PLANT->GER03DEAL-279;
TRO;307;veh0000000000307;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;26/06/2025-00:00:00;
TRONXT;veh0000000000307;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000307;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000307;2;GER01PLANT->GER03DEAL-279;
TRO;308;veh0000000000308;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;03/07/2025-00:00:00;
TRONXT;veh0000000000308;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000308;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000308;2;GER01PLANT->GER03DEAL-279;
TRO;309;veh0000000000309;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;27/06/2025-00:00:00;
TRONXT;veh0000000000309;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000309;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000309;2;GER01PLANT->GER03DEAL-279;
TRO;310;veh0000000000310;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;03/07/2025-00:00:00;
TRONXT;veh0000000000310;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000310;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000310;2;GER01PLANT->GER03DEAL-279;
TRO;311;veh0000000000311;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;27/06/2025-00:00:00;
TRONXT;veh0000000000311;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000311;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000311;2;GER01PLANT->GER03DEAL-279;
TRO;312;veh0000000000312;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;02/07/2025-00:00:00;
TRONXT;veh0000000000312;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000312;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000312;2;GER01PLANT->GER03DEAL-279;
TRO;313;veh0000000000313;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;30/06/2025-00:00:00;
TRONXT;veh0000000000313;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000313;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000313;2;GER01PLANT->GER03DEAL-279;
TRO;314;veh0000000000314;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;03/07/2025-00:00:00;
TRONXT;veh0000000000314;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000314;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000314;2;GER01PLANT->GER03DEAL-279;
TRO;315;veh0000000000315;Standard;GER01PLANT;GER03DEAL;20/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;03/07/2025-00:00:00;
TRONXT;veh0000000000315;GER01PLANT;20/06/2025-00:00:00;
TROPTH;veh0000000000315;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000315;2;GER01PLANT->GER03DEAL-279;
TRO;316;veh0000000000316;Standard;GER01PLANT;GER03DEAL;23/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;06/07/2025-00:00:00;
TRONXT;veh0000000000316;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000316;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000316;2;GER01PLANT->GER03DEAL-279;
TRO;317;veh0000000000317;Standard;GER01PLANT;GER03DEAL;23/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;06/07/2025-00:00:00;
TRONXT;veh0000000000317;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000317;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000317;2;GER01PLANT->GER03DEAL-279;
TRO;318;veh0000000000318;Standard;GER01PLANT;GER03DEAL;23/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;04/07/2025-00:00:00;
TRONXT;veh0000000000318;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000318;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000318;2;GER01PLANT->GER03DEAL-279;
TRO;319;veh0000000000319;Standard;GER01PLANT;GER03DEAL;23/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;04/07/2025-00:00:00;
TRONXT;veh0000000000319;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000319;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000319;2;GER01PLANT->GER03DEAL-279;
TRO;320;veh0000000000320;Standard;GER01PLANT;GER03DEAL;23/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;06/07/2025-00:00:00;
TRONXT;veh0000000000320;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000320;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000320;2;GER01PLANT->GER03DEAL-279;
TRO;321;veh0000000000321;Standard;GER01PLANT;GER03DEAL;24/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;30/06/2025-00:00:00;
TRONXT;veh0000000000321;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000321;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000321;2;GER01PLANT->GER03DEAL-279;
TRO;322;veh0000000000322;Standard;GER01PLANT;GER03DEAL;24/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;03/07/2025-00:00:00;
TRONXT;veh0000000000322;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000322;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000322;2;GER01PLANT->GER03DEAL-279;
TRO;323;veh0000000000323;Standard;GER01PLANT;GER03DEAL;24/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;07/07/2025-00:00:00;
TRONXT;veh0000000000323;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000323;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000323;2;GER01PLANT->GER03DEAL-279;
TRO;324;veh0000000000324;Standard;GER01PLANT;GER03DEAL;24/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;08/07/2025-00:00:00;
TRONXT;veh0000000000324;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000324;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000324;2;GER01PLANT->GER03DEAL-279;
TRO;325;veh0000000000325;Standard;GER01PLANT;GER03DEAL;24/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;07/07/2025-00:00:00;
TRONXT;veh0000000000325;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000325;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000325;2;GER01PLANT->GER03DEAL-279;
TRO;326;veh0000000000326;Standard;GER01PLANT;GER03DEAL;25/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;02/07/2025-00:00:00;
TRONXT;veh0000000000326;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000326;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000326;2;GER01PLANT->GER03DEAL-279;
TRO;327;veh0000000000327;Standard;GER01PLANT;GER03DEAL;25/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;02/07/2025-00:00:00;
TRONXT;veh0000000000327;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000327;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000327;2;GER01PLANT->GER03DEAL-279;
TRO;328;veh0000000000328;Standard;GER01PLANT;GER03DEAL;25/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000328;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000328;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000328;2;GER01PLANT->GER03DEAL-279;
TRO;329;veh0000000000329;Standard;GER01PLANT;GER03DEAL;25/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;30/06/2025-00:00:00;
TRONXT;veh0000000000329;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000329;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000329;2;GER01PLANT->GER03DEAL-279;
TRO;330;veh0000000000330;Standard;GER01PLANT;GER03DEAL;25/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;07/07/2025-00:00:00;
TRONXT;veh0000000000330;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000330;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000330;2;GER01PLANT->GER03DEAL-279;
TRO;331;veh0000000000331;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000331;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000331;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000331;2;GER01PLANT->GER03DEAL-279;
TRO;332;veh0000000000332;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;08/07/2025-00:00:00;
TRONXT;veh0000000000332;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000332;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000332;2;GER01PLANT->GER03DEAL-279;
TRO;333;veh0000000000333;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;05/07/2025-00:00:00;
TRONXT;veh0000000000333;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000333;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000333;2;GER01PLANT->GER03DEAL-279;
TRO;334;veh0000000000334;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;08/07/2025-00:00:00;
TRONXT;veh0000000000334;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000334;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000334;2;GER01PLANT->GER03DEAL-279;
TRO;335;veh0000000000335;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;08/07/2025-00:00:00;
TRONXT;veh0000000000335;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000335;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000335;2;GER01PLANT->GER03DEAL-279;
TRO;336;veh0000000000336;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;08/07/2025-00:00:00;
TRONXT;veh0000000000336;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000336;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000336;2;GER01PLANT->GER03DEAL-279;
TRO;337;veh0000000000337;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;11/07/2025-00:00:00;
TRONXT;veh0000000000337;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000337;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000337;2;GER01PLANT->GER03DEAL-279;
TRO;338;veh0000000000338;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;04/07/2025-00:00:00;
TRONXT;veh0000000000338;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000338;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000338;2;GER01PLANT->GER03DEAL-279;
TRO;339;veh0000000000339;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000339;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000339;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000339;2;GER01PLANT->GER03DEAL-279;
TRO;340;veh0000000000340;Standard;GER01PLANT;GER03DEAL;27/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;06/07/2025-00:00:00;
TRONXT;veh0000000000340;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000340;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000340;2;GER01PLANT->GER03DEAL-279;
TRO;341;veh0000000000341;Standard;GER01PLANT;GER03DEAL;30/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;05/07/2025-00:00:00;
TRONXT;veh0000000000341;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000341;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000341;2;GER01PLANT->GER03DEAL-279;
TRO;342;veh0000000000342;Standard;GER01PLANT;GER03DEAL;30/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;11/07/2025-00:00:00;
TRONXT;veh0000000000342;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000342;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000342;2;GER01PLANT->GER03DEAL-279;
TRO;343;veh0000000000343;Standard;GER01PLANT;GER03DEAL;30/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000343;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000343;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000343;2;GER01PLANT->GER03DEAL-279;
TRO;344;veh0000000000344;Standard;GER01PLANT;GER03DEAL;30/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/07/2025-00:00:00;
TRONXT;veh0000000000344;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000344;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000344;2;GER01PLANT->GER03DEAL-279;
TRO;345;veh0000000000345;Standard;GER01PLANT;GER03DEAL;30/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;05/07/2025-00:00:00;
TRONXT;veh0000000000345;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000345;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000345;2;GER01PLANT->GER03DEAL-279;
TRO;346;veh0000000000346;Standard;GER01PLANT;GER03DEAL;01/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;10/07/2025-00:00:00;
TRONXT;veh0000000000346;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000346;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000346;2;GER01PLANT->GER03DEAL-279;
TRO;347;veh0000000000347;Standard;GER01PLANT;GER03DEAL;01/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/07/2025-00:00:00;
TRONXT;veh0000000000347;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000347;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000347;2;GER01PLANT->GER03DEAL-279;
TRO;348;veh0000000000348;Standard;GER01PLANT;GER03DEAL;01/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;07/07/2025-00:00:00;
TRONXT;veh0000000000348;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000348;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000348;2;GER01PLANT->GER03DEAL-279;
TRO;349;veh0000000000349;Standard;GER01PLANT;GER03DEAL;01/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000349;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000349;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000349;2;GER01PLANT->GER03DEAL-279;
TRO;350;veh0000000000350;Standard;GER01PLANT;GER03DEAL;01/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;11/07/2025-00:00:00;
TRONXT;veh0000000000350;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000350;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000350;2;GER01PLANT->GER03DEAL-279;
TRO;351;veh0000000000351;Standard;GER01PLANT;GER03DEAL;02/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/07/2025-00:00:00;
TRONXT;veh0000000000351;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000351;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000351;2;GER01PLANT->GER03DEAL-279;
TRO;352;veh0000000000352;Standard;GER01PLANT;GER03DEAL;02/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;08/07/2025-00:00:00;
TRONXT;veh0000000000352;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000352;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000352;2;GER01PLANT->GER03DEAL-279;
TRO;353;veh0000000000353;Standard;GER01PLANT;GER03DEAL;02/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000353;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000353;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000353;2;GER01PLANT->GER03DEAL-279;
TRO;354;veh0000000000354;Standard;GER01PLANT;GER03DEAL;02/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000354;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000354;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000354;2;GER01PLANT->GER03DEAL-279;
TRO;355;veh0000000000355;Standard;GER01PLANT;GER03DEAL;02/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000355;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000355;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000355;2;GER01PLANT->GER03DEAL-279;
TRO;356;veh0000000000356;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;19/07/2025-00:00:00;
TRONXT;veh0000000000356;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000356;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000356;2;GER01PLANT->GER03DEAL-279;
TRO;357;veh0000000000357;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/07/2025-00:00:00;
TRONXT;veh0000000000357;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000357;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000357;2;GER01PLANT->GER03DEAL-279;
TRO;358;veh0000000000358;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/07/2025-00:00:00;
TRONXT;veh0000000000358;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000358;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000358;2;GER01PLANT->GER03DEAL-279;
TRO;359;veh0000000000359;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/07/2025-00:00:00;
TRONXT;veh0000000000359;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000359;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000359;2;GER01PLANT->GER03DEAL-279;
TRO;360;veh0000000000360;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/07/2025-00:00:00;
TRONXT;veh0000000000360;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000360;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000360;2;GER01PLANT->GER03DEAL-279;
TRO;361;veh0000000000361;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/07/2025-00:00:00;
TRONXT;veh0000000000361;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000361;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000361;2;GER01PLANT->GER03DEAL-279;
TRO;362;veh0000000000362;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;11/07/2025-00:00:00;
TRONXT;veh0000000000362;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000362;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000362;2;GER01PLANT->GER03DEAL-279;
TRO;363;veh0000000000363;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/07/2025-00:00:00;
TRONXT;veh0000000000363;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000363;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000363;2;GER01PLANT->GER03DEAL-279;
TRO;364;veh0000000000364;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/07/2025-00:00:00;
TRONXT;veh0000000000364;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000364;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000364;2;GER01PLANT->GER03DEAL-279;
TRO;365;veh0000000000365;Standard;GER01PLANT;GER03DEAL;04/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/07/2025-00:00:00;
TRONXT;veh0000000000365;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000365;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000365;2;GER01PLANT->GER03DEAL-279;
TRO;366;veh0000000000366;Standard;GER01PLANT;GER03DEAL;07/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/07/2025-00:00:00;
TRONXT;veh0000000000366;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000366;1;GER01PLANT->GER03DEAL-535;
